timeJ,axJ,ayJ,azJ,aTJ
2.743,0.9591,-1.3703,0.2487,1.691
2.749,0.7167,-1.2285,0.2951,1.453
2.753,0.5499,-1.0252,0.5877,1.303
2.759,0.4529,-0.9285,1.0616,1.481
2.763,-0.098,-0.9122,1.9819,2.184
2.768,0.3348,-1.1702,1.5629,1.981
2.772,0.6818,-1.5878,0.7733,1.893
2.779,0.7268,-1.7881,0.7414,2.068
2.782,0.5424,-1.6722,1.1064,2.077
2.787,0.2705,-1.3537,1.1536,1.799
2.792,0.2483,-1.0426,1.0797,1.521
2.796,0.3193,-0.9168,1.0601,1.437
2.801,0.2294,-0.5487,1.0564,1.212
2.806,-0.3118,-0.3775,0.9238,1.046
2.82,-0.7415,-0.4271,0.8172,1.183
2.821,-0.7081,-0.4781,0.7037,1.107
2.821,-0.4245,-0.5489,0.6628,0.96
2.826,-0.2871,-0.6479,0.5007,0.868
2.831,-0.2742,-0.7352,-0.0138,0.785
2.839,-0.2144,-0.6825,-0.501,0.873
2.84,0.3949,-0.1027,-0.1222,0.426
2.845,1.5514,1.1617,0.3002,1.961
2.85,2.2059,0.6554,-1.298,2.642
2.855,0.6927,0.1666,-2.247,2.357
2.861,-0.7629,0.1222,-2.8137,2.918
2.864,-0.8256,0.4582,-2.7116,2.871
2.87,-0.515,0.5108,-2.3461,2.456
2.874,-0.6645,0.1686,-2.0791,2.189
2.879,-1.0438,-0.327,-1.8922,2.186
2.884,-1.1853,-0.465,-1.7518,2.166
2.889,-1.2204,-0.5347,-1.6319,2.107
2.893,-1.2918,-0.6688,-1.8019,2.316
2.899,-1.0879,-0.754,-2.0908,2.475
2.903,-1.0969,-1.1214,-2.5279,2.975
2.918,-1.5344,-1.6879,-3.3805,4.078
2.918,-1.2552,-1.3992,-4.4798,4.858
2.918,-0.6338,-1.0783,-4.8641,5.022
2.923,0.8744,-1.0345,-4.7254,4.916
2.927,2.5514,-0.8226,-4.3024,5.069
2.932,4.623,-0.7331,-3.0242,5.573
2.937,6.8069,-0.6698,0.4541,6.855
2.944,7.5343,-0.5847,2.3753,7.921
2.947,5.229,-1.124,0.5418,5.376
2.952,3.747,-1.9148,0.8246,4.288
2.957,3.8852,-3.1859,3.4317,6.084
2.961,2.0978,-2.5026,2.4156,4.062
2.967,0.6433,-1.5751,2.7972,3.274
2.972,-0.7529,-0.6916,3.4407,3.589
2.977,-2.2295,0.4369,3.9338,4.543
2.981,-3.7034,1.3831,4.1936,5.763
2.986,-4.866,1.6949,4.1714,6.63
2.991,-5.6803,1.4702,4.1165,7.168
2.996,-5.7039,1.2452,4.174,7.177
3,-5.3735,0.9048,3.9992,6.759
3.005,-4.7676,0.2138,3.7301,6.057
3.01,-3.4827,-0.4519,3.3281,4.838
3.015,-2.2432,-0.9606,3.1045,3.949
3.021,-1.0599,-1.374,2.8584,3.344
3.024,0.4439,-1.4475,2.4806,2.906
3.029,1.7124,-1.4455,2.0214,3.018
3.034,2.7909,-1.4437,1.5647,3.51
3.039,3.6168,-1.6086,1.1378,4.119
3.045,4.0827,-1.779,0.817,4.528
3.049,4.2193,-1.9521,0.6861,4.699
3.054,4.1759,-2.0579,0.677,4.704
3.058,4.0992,-2.0689,0.7301,4.649
3.063,4.0638,-1.9225,0.7843,4.564
3.068,4.0532,-1.7429,0.8504,4.493
3.072,3.9596,-1.5864,0.8154,4.343
3.077,3.8168,-1.4313,0.8006,4.154
3.082,3.6297,-1.3067,0.8135,3.943
3.089,3.3866,-1.2006,0.8722,3.697
3.092,3.3171,-1.0463,1.0085,3.621
3.097,3.4525,-0.92,1.1464,3.752
3.102,3.7425,-0.7549,1.2457,4.016
3.107,3.8576,-0.6253,1.3954,4.15
3.111,3.6426,-0.5742,1.0412,3.832
3.118,3.0027,-0.972,-2.7236,4.169
3.121,1.8227,-0.7431,-1.6085,2.542
3.126,0.5188,-0.7888,1.2088,1.534
3.131,-1.2454,-0.7493,0.8742,1.696
3.136,-2.4976,-0.5783,0.8921,2.714
3.141,-3.2437,-0.6045,0.5436,3.344
3.146,-3.3931,-0.7123,-0.1651,3.471
3.15,-3.5301,-0.5909,-0.6363,3.635
3.156,-3.6835,-0.138,-1.0199,3.825
3.16,-3.7445,0.4943,-1.2509,3.979
3.165,-3.5687,1.1246,-1.2478,3.944
3.174,-3.3269,1.6348,-1.1165,3.871
3.176,-3.1123,2.0919,-1.0606,3.897
3.182,-2.9988,2.3887,-0.8691,3.931
3.185,-2.8158,2.4662,-0.6216,3.794
3.191,-2.3664,2.3359,-0.4433,3.355
3.194,-1.6186,1.959,-0.3037,2.559
3.199,-0.7772,1.3524,-0.0869,1.562
3.204,-0.3382,0.925,0.2705,1.021
3.209,-0.3791,0.8429,0.6759,1.145
3.214,-0.4979,1.0558,0.9968,1.535
3.223,-0.4198,1.4148,1.3637,2.009
3.223,-0.0663,1.5185,1.4681,2.113
3.228,0.1013,1.322,1.3951,1.925
3.233,-0.0325,1.0976,1.152,1.592
3.238,-0.5155,0.8112,0.9851,1.376
3.242,-0.8684,0.4637,0.3208,1.035
3.248,-1.3509,0.2495,0.0077,1.374
3.254,-1.486,0.0284,-0.1818,1.497
3.257,-1.3106,-0.1812,-0.5903,1.449
3.262,-1.0363,-0.3397,-1.2085,1.628
3.267,-0.9341,-0.3664,-1.287,1.632
3.272,-0.6788,-0.5933,-0.9685,1.323
3.276,-0.2554,-0.8923,-0.7476,1.192
3.281,-0.0777,-0.9355,-0.2162,0.963
3.286,0.2106,-1.0003,0.2798,1.06
3.291,-0.231,-0.8402,1.333,1.593
3.296,-0.1426,-1.1879,1.6064,2.003
3.301,-0.7344,-1.1809,1.8534,2.317
3.305,-0.6099,-1.3132,1.0938,1.815
3.311,-0.3506,-1.2792,0.223,1.345
3.315,-0.1726,-1.1102,-0.5148,1.236
3.321,0.0796,-0.991,-1.3645,1.688
3.325,0.3053,-0.8334,-1.9952,2.184
3.33,0.6313,-0.6927,-2.3482,2.528
3.335,1.0652,-0.5548,-2.3872,2.672
3.34,1.4377,-0.4764,-2.335,2.783
3.345,1.7021,-0.584,-2.3057,2.925
3.349,1.9981,-0.6714,-2.1906,3.04
3.354,2.3151,-0.8595,-2.2136,3.316
3.359,2.5882,-1.0854,-2.2905,3.623
3.364,2.7738,-1.3079,-2.2284,3.791
3.369,2.8696,-1.5339,-1.9569,3.797
3.374,2.8848,-1.7875,-1.607,3.755
3.378,2.9904,-2.0547,-1.468,3.914
3.384,3.2235,-2.2904,-1.4185,4.201
3.388,3.4321,-2.5355,-1.1001,4.407
3.394,3.5152,-2.84,-0.6461,4.565
3.398,3.5419,-3.0841,-0.0437,4.697
3.404,3.5349,-3.3011,0.5347,4.866
3.408,3.5859,-3.4185,0.866,5.029
3.412,3.7984,-3.5316,0.8777,5.26
3.418,4.1176,-3.5943,0.9046,5.54
3.421,4.45,-3.6039,1.0451,5.821
3.429,4.6986,-3.5698,1.1016,6.003
3.432,4.859,-3.5735,1.0544,6.123
3.437,4.8216,-3.5654,1.2113,6.118
3.443,4.8641,-3.6384,1.4236,6.239
3.446,5.0833,-3.6804,1.498,6.452
3.451,5.245,-3.6599,1.5521,6.581
3.456,5.1308,-3.5653,1.7258,6.482
3.462,5.1005,-3.5445,1.7059,6.441
3.467,5.1863,-3.66,1.4984,6.522
3.473,5.2239,-3.7036,1.3852,6.552
3.478,5.1824,-3.7452,1.485,6.564
3.483,4.9304,-3.7294,1.5947,6.384
3.486,4.7645,-3.5971,1.4123,6.135
3.491,4.5504,-3.3728,1.2299,5.796
3.496,4.4247,-3.1004,1.1299,5.52
3.5,4.3723,-2.8583,1.027,5.324
3.505,4.2888,-2.6924,0.8723,5.138
3.509,4.7473,-2.5208,0.4536,5.394
3.514,4.9498,-2.3859,0.533,5.521
3.519,4.6454,-2.2443,0.9667,5.249
3.524,4.2089,-2.1333,1.3322,4.903
3.529,3.642,-1.9527,1.4213,4.37
3.534,3.1081,-1.7437,1.278,3.786
3.539,2.8564,-1.5286,0.7933,3.335
3.544,2.2804,-1.2487,0.3393,2.622
3.551,1.4494,-1.101,-0.0694,1.821
3.555,0.7141,-0.9856,-0.4069,1.283
3.561,0.2627,-0.9395,-0.5503,1.12
3.565,0.0689,-1.0313,-0.736,1.269
3.57,0.2144,-1.2321,-0.8387,1.506
3.573,0.4308,-1.3449,-0.9242,1.688
3.578,0.6066,-1.333,-1.4616,2.069
3.583,0.5991,-1.1239,-2.3415,2.665
3.588,0.3942,-0.7996,-3.201,3.323
3.593,-0.0415,-0.5137,-4.2299,4.261
3.598,-0.5302,-0.2324,-5.1788,5.211
3.602,-1.032,-0.0321,-5.9336,6.023
3.607,-1.6103,0.1122,-6.253,6.458
3.612,-2.2168,0.3911,-6.1629,6.561
3.616,-2.8169,0.9041,-5.9575,6.652
3.621,-3.3231,1.6166,-5.8441,6.914
3.626,-3.6748,2.2965,-5.7444,7.196
3.631,-3.8228,2.9531,-5.5199,7.335
3.636,-3.7627,3.6824,-4.7569,7.096
3.641,-3.5162,4.3753,-3.3936,6.559
3.646,-3.3367,4.7829,-2.102,6.199
3.651,-3.3512,4.8903,-1.4709,6.108
3.655,-3.4062,4.6485,-1.2656,5.9
3.66,-3.4111,4.0984,-1.6097,5.57
3.665,-3.4732,3.3408,-2.3872,5.378
3.673,-3.5075,2.5826,-2.6974,5.123
3.678,-3.2917,1.8906,-2.4214,4.503
3.681,-2.768,1.3391,-1.7644,3.545
3.686,-2.2112,0.9196,-1.258,2.705
3.691,-1.9313,0.5534,-0.9118,2.206
3.695,-1.873,0.226,-0.4294,1.935
3.699,-1.8361,-0.0201,0.1743,1.844
3.704,-1.6241,-0.3284,0.4006,1.705
3.709,-1.3295,-0.7951,0.0009,1.549
3.713,-0.911,-1.3465,-0.7607,1.795
3.718,-0.519,-1.8712,-1.2909,2.332
3.723,-0.2315,-2.37,-1.3744,2.749
3.729,0.0326,-2.8807,-1.1173,3.09
3.733,0.5925,-3.4089,-0.8864,3.572
3.738,1.8119,-3.9426,-0.7241,4.399
3.743,2.044,-4.3895,0.3222,4.853
3.748,1.3828,-4.6362,1.5918,5.093
3.752,-0.1205,-4.716,2.7357,5.453
3.757,-1.6393,-4.58,3.2092,5.828
3.762,-2.6164,-4.2337,2.945,5.783
3.767,-2.6886,-3.8882,2.4226,5.312
3.771,-2.2784,-3.453,1.8555,4.534
3.776,-2.2709,-2.9707,1.5319,4.041
3.781,-2.6723,-2.4075,1.3533,3.843
3.786,-3.2325,-1.8207,1.381,3.959
3.791,-3.765,-1.271,1.6329,4.296
3.796,-4.2064,-0.822,1.9193,4.696
3.801,-4.6155,-0.5267,2.1522,5.12
3.806,-4.9548,-0.3218,2.333,5.486
3.81,-5.1929,-0.1685,2.5947,5.807
3.815,-5.4,0.0659,2.9932,6.174
3.82,-5.4505,0.2882,3.5173,6.493
3.825,-5.1797,0.4581,3.9275,6.516
3.832,-4.7094,0.6173,4.3276,6.426
3.838,-4.3722,0.7265,4.7686,6.51
3.841,-4.2493,0.9077,5.1832,6.764
3.845,-5.6608,1.1624,2.1061,6.151
3.851,-17.8294,0.4001,-26.7919,32.185
3.854,-25.8572,-2.4588,-30.2156,39.845
3.859,-21.0516,-4.8646,-30.0363,37
3.863,-3.6028,-2.9416,12.7639,13.585
3.868,1.7107,-1.9355,12.2289,12.499
3.874,3.3358,-2.8084,13.1374,13.842
3.878,2.1141,-4.7468,-5.1957,7.348
3.883,4.9136,-13.7497,-21.9567,26.368
3.888,6.4862,-8.7436,12.0062,16.207
3.893,5.1918,1.7026,21.0416,21.739
3.899,-3.9294,2.9573,-1.0987,5.039
3.903,-13.0566,3.1876,-24.5614,27.998
3.908,-10.2765,-0.1675,-26.7638,28.669
3.913,-1.6522,-0.7629,-9.2625,9.44
3.917,2.9331,-0.0586,5.8085,6.507
3.922,4.722,-1.8333,7.7008,9.217
3.927,5.01,-4.8482,6.9917,9.874
3.931,3.1391,-4.074,10.8365,11.995
3.937,0.0208,-0.4343,6.5467,6.561
3.942,-3.2473,0.2474,-4.0062,5.163
3.946,-5.1541,-0.7448,-9.0751,10.463
3.951,-3.7637,-1.6438,-6.2067,7.443
3.956,-1.2384,-1.2655,-0.0219,1.771
3.961,-0.2969,-0.0875,4.7978,4.808
3.965,-0.9639,0.4275,5.8665,5.96
3.974,-2.0142,0.1778,2.3796,3.123
3.978,-1.6573,-0.7907,-2.119,2.804
3.983,0.1088,-0.9653,-3.0711,3.221
3.988,0.6847,-0.2064,-0.4549,0.848
3.995,0.6216,-0.0398,2.2134,2.299
3.997,0.0839,0.4286,3.383,3.411
4.004,0.0034,0.19,2.9146,2.921
4.006,-0.0992,-0.0772,1.9933,1.997
4.013,-0.1116,-0.3176,1.6745,1.708
4.016,-0.0186,-0.5074,1.3557,1.448
4.021,-0.735,-0.4875,0.8132,1.2
4.026,-1.9937,-0.2194,-0.0204,2.006
4.032,-2.6803,0.1854,-0.9899,2.863
4.037,-0.8378,0.0467,-1.7212,1.915
4.042,0.552,-0.158,-1.861,1.948
4.046,0.415,-0.2153,-1.3922,1.469
4.052,0.464,-0.3068,-0.5421,0.777
4.054,0.3948,-0.2195,0.073,0.458
4.061,0.2098,-0.2966,0.3441,0.5
4.063,0.0215,-0.557,0.3416,0.654
4.073,-0.1171,-0.8567,0.3531,0.934
4.074,-0.0637,-0.974,0.606,1.149
4.08,-0.0339,-0.7824,0.8709,1.171
4.085,-0.0077,-0.432,0.8679,0.969
4.091,-0.012,-0.0249,0.6164,0.617
4.093,-0.0619,0.269,0.2838,0.396
4.098,-0.1822,0.4802,0.1352,0.531
4.104,-0.4501,0.7255,0.0793,0.857
4.111,-0.7875,0.8941,-0.0393,1.192
4.119,-1.1065,0.9944,-0.077,1.49
4.122,-0.8806,0.4301,0.1166,0.987
4.124,0.1226,-0.4944,0.3289,0.606
4.128,-0.023,0.0191,0.2158,0.218
4.134,-0.0646,-0.0294,0.2581,0.268
4.138,-0.1326,-0.1057,0.2861,0.333
4.14,-0.0811,-0.111,0.4958,0.514
4.145,-0.0778,-0.1471,0.8341,0.851
4.149,-0.1809,-0.0987,0.9832,1.005
4.156,-0.2681,-0.0306,0.7664,0.812
4.159,-0.2978,-0.0941,0.373,0.486
4.163,-0.1623,-0.1033,0.0901,0.212
4.17,-0.0886,-0.0944,0.116,0.174
4.176,-0.0933,-0.1029,0.3498,0.376
4.18,-0.0754,-0.0879,0.5883,0.6
4.185,-0.1305,-0.0901,0.6544,0.673
4.192,-0.2066,-0.0761,0.5581,0.6
4.196,-0.2393,-0.0579,0.3568,0.434
4.201,-0.2438,-0.0712,0.2228,0.338
4.207,-0.233,-0.075,0.218,0.328
4.211,-0.2295,-0.0717,0.3375,0.414
4.215,-0.1888,-0.0779,0.4616,0.505
4.22,-0.2072,-0.0598,0.485,0.531
4.225,-0.2563,-0.0555,0.4343,0.507
4.232,-0.2718,-0.0602,0.3048,0.413
4.234,-0.2966,-0.0526,0.2494,0.391
4.242,-0.2995,-0.0447,0.2705,0.406
4.246,-0.2488,-0.0653,0.3656,0.447
4.248,-0.2183,-0.069,0.4653,0.519
4.252,-0.1666,-0.0749,0.4335,0.47
4.256,-0.1864,-0.0737,0.3826,0.432
4.264,-0.1649,-0.0654,0.3485,0.391
4.266,-0.1756,-0.079,0.3312,0.383
4.275,-0.204,-0.0617,0.3785,0.434
4.277,-0.2043,-0.0472,0.433,0.481
4.284,-0.203,-0.0688,0.411,0.464
4.287,-0.1932,-0.0763,0.401,0.452
4.293,-0.1755,-0.0624,0.3623,0.407
4.298,-0.1839,-0.0797,0.3405,0.395
4.304,-0.2163,-0.0682,0.3545,0.421
4.307,-0.247,-0.0638,0.3541,0.436
4.313,-0.2473,-0.0641,0.3705,0.45
4.317,-0.2486,-0.0737,0.3605,0.444
4.322,-0.2556,-0.0615,0.3481,0.436
4.328,-0.2231,-0.066,0.3404,0.412
4.331,-0.2081,-0.0702,0.3471,0.411
4.335,-0.1913,-0.0721,0.3729,0.425
4.339,-0.1891,-0.069,0.3843,0.434
4.343,-0.1915,-0.0613,0.3646,0.416
4.349,-0.2221,-0.056,0.376,0.44
4.358,-0.197,-0.0532,0.3611,0.415
4.359,-0.2054,-0.0645,0.3605,0.42
4.366,-0.1821,-0.0759,0.3622,0.412
4.369,-0.1915,-0.0659,0.3664,0.419
4.375,-0.2074,-0.0656,0.3681,0.428
4.381,-0.1899,-0.0701,0.3485,0.403
4.386,-0.2105,-0.0579,0.3385,0.403
4.39,-0.2123,-0.0457,0.3286,0.394
4.395,-0.2239,-0.0573,0.3259,0.4
4.4,-0.2099,-0.064,0.3445,0.408
4.404,-0.2014,-0.0444,0.3345,0.393
4.41,-0.1933,-0.0463,0.3365,0.391
4.414,-0.1858,-0.0599,0.3146,0.37
4.419,-0.1762,-0.0543,0.3286,0.377
4.424,-0.1833,-0.0607,0.3305,0.383
4.429,-0.1735,-0.0599,0.3301,0.378
4.435,-0.1873,-0.0615,0.3273,0.382
4.438,-0.1673,-0.0657,0.3198,0.367
4.442,-0.1872,-0.0366,0.3219,0.374
4.449,-0.1829,-0.0624,0.3026,0.359
4.454,-0.1593,-0.0596,0.3096,0.353
4.459,-0.1738,-0.0639,0.3165,0.367
4.464,-0.181,-0.0445,0.2973,0.351
4.471,-0.1955,-0.0465,0.2925,0.355
4.472,-0.1934,-0.0509,0.2924,0.354
4.476,-0.1774,-0.0576,0.2924,0.347
4.483,-0.1856,-0.0475,0.2899,0.348
4.486,-0.1656,-0.0446,0.2827,0.331
4.492,-0.1673,-0.0321,0.2875,0.334
4.497,-0.1573,-0.0554,0.2732,0.32
4.502,-0.145,-0.0452,0.2804,0.319
4.505,-0.1753,-0.0399,0.2828,0.335
4.511,-0.1554,-0.0632,0.2875,0.333
4.515,-0.1615,-0.0603,0.2661,0.317
4.521,-0.1578,-0.0479,0.271,0.317
4.526,-0.1467,-0.0475,0.2806,0.32
4.535,-0.1569,-0.0495,0.2641,0.311
4.539,-0.1504,-0.0492,0.2714,0.314
4.543,-0.1606,-0.0488,0.2525,0.303
4.546,-0.1542,-0.0366,0.2433,0.29
4.55,-0.1576,-0.0457,0.2507,0.3
4.554,-0.1564,-0.0405,0.2558,0.303
4.558,-0.1505,-0.0567,0.2536,0.3
4.565,-0.1521,-0.0371,0.2586,0.302
4.57,-0.1394,-0.0414,0.247,0.287
4.573,-0.1411,-0.0433,0.2615,0.3
4.578,-0.1523,-0.0476,0.2522,0.298
4.584,-0.1443,-0.0589,0.2501,0.295
4.589,-0.1339,-0.0299,0.2361,0.273
4.595,-0.1375,-0.0344,0.2412,0.28
4.599,-0.1458,-0.0411,0.2416,0.285
4.602,-0.1349,-0.0289,0.2182,0.258
4.609,-0.1264,-0.0453,0.2378,0.273
4.612,-0.1393,-0.045,0.2311,0.274
4.619,-0.1285,-0.0256,0.2363,0.27
4.622,-0.1273,-0.0349,0.2201,0.257
4.629,-0.1239,-0.0465,0.2301,0.265
4.631,-0.142,-0.0317,0.2163,0.261
4.636,-0.1435,-0.0409,0.2192,0.265
4.643,-0.1568,-0.0381,0.2293,0.28
4.645,-0.1179,-0.0329,0.2202,0.252
4.656,-0.1148,-0.0254,0.2089,0.24
4.658,-0.1118,-0.0204,0.2142,0.243
4.662,-0.1182,-0.032,0.2148,0.247
4.669,-0.1244,-0.0435,0.2107,0.248
4.67,-0.1258,-0.0407,0.2065,0.245
4.676,-0.1318,-0.0403,0.2048,0.247
4.68,-0.1187,-0.0305,0.215,0.247
4.684,-0.1294,-0.0255,0.1989,0.239
4.691,-0.1069,-0.0347,0.2091,0.237
4.694,-0.1273,-0.0367,0.2169,0.254
4.703,-0.1264,-0.0387,0.1937,0.235
4.704,-0.1112,-0.0335,0.1921,0.224
4.71,-0.1129,-0.0379,0.1976,0.231
4.714,-0.1169,-0.0257,0.1888,0.224
4.719,-0.1209,-0.0182,0.192,0.228
4.724,-0.1177,-0.0251,0.1927,0.227
4.731,-0.1027,-0.0248,0.1959,0.223
4.736,-0.0972,-0.0293,0.1895,0.215
4.739,-0.0965,-0.0171,0.1903,0.214
4.742,-0.11,-0.0216,0.1839,0.215
4.748,-0.0996,-0.0214,0.1729,0.201
4.754,-0.1083,-0.0188,0.1881,0.218
4.759,-0.1074,-0.0328,0.1865,0.218
4.762,-0.1064,-0.0325,0.1683,0.202
4.766,-0.1102,-0.0204,0.1717,0.205
4.772,-0.1069,-0.0202,0.1892,0.218
4.777,-0.1038,-0.0365,0.1687,0.201
4.781,-0.0959,-0.0243,0.1696,0.196
4.787,-0.1095,-0.0382,0.1635,0.2
4.793,-0.1112,-0.0354,0.1716,0.207
4.796,-0.1033,-0.0256,0.1796,0.209
4.802,-0.0978,-0.023,0.1639,0.192
4.805,-0.0971,-0.0227,0.1507,0.181
4.813,-0.1011,-0.0343,0.166,0.197
4.814,-0.0956,-0.0269,0.1575,0.186
4.824,-0.0948,-0.029,0.1586,0.187
4.825,-0.1012,-0.0287,0.1477,0.181
4.831,-0.1052,-0.0142,0.1607,0.193
4.835,-0.0948,-0.0188,0.157,0.184
4.84,-0.0987,-0.0352,0.1486,0.182
4.846,-0.0907,-0.0253,0.164,0.189
4.85,-0.0853,-0.0298,0.1436,0.17
4.855,-0.0823,-0.0295,0.1448,0.169
4.86,-0.103,-0.0244,0.1412,0.176
4.865,-0.0738,-0.017,0.1424,0.161
4.873,-0.0875,-0.0357,0.1483,0.176
4.874,-0.0774,-0.0164,0.1494,0.169
4.878,-0.0934,-0.0209,0.1458,0.174
4.883,-0.0737,-0.023,0.1446,0.164
4.889,-0.0969,-0.0228,0.1339,0.167
4.893,-0.0795,-0.0321,0.1423,0.166
4.898,-0.0837,-0.0222,0.1434,0.168
4.903,-0.0806,-0.0243,0.128,0.153
4.908,-0.0705,-0.0217,0.1412,0.159
4.913,-0.0936,-0.0214,0.1281,0.16
4.917,-0.0905,-0.0093,0.1531,0.178
4.922,-0.0732,-0.0282,0.1329,0.154
4.927,-0.0821,-0.0255,0.127,0.153
4.932,-0.0697,-0.0181,0.1354,0.153
4.936,-0.081,-0.0226,0.132,0.156
4.944,-0.0876,-0.0223,0.1237,0.153
4.946,-0.0751,-0.0244,0.1203,0.144
4.959,-0.0674,-0.0265,0.1169,0.138
4.961,-0.0811,-0.012,0.1207,0.146
4.963,-0.0733,-0.0142,0.1102,0.133
4.966,-0.0728,-0.0092,0.1354,0.154
4.972,-0.0793,-0.0281,0.1366,0.16
4.975,-0.0716,-0.0183,0.1283,0.148
4.986,-0.0616,-0.0253,0.1344,0.15
4.989,-0.0801,-0.0227,0.119,0.145
4.992,-0.07,-0.032,0.1275,0.149
4.994,-0.0765,-0.0269,0.1146,0.14
5.002,-0.0641,-0.0219,0.1231,0.141
5.003,-0.0684,-0.005,0.1174,0.136
5.011,-0.0703,-0.0097,0.1164,0.136
5.015,-0.065,-0.0213,0.113,0.132
5.02,-0.0716,-0.0258,0.1168,0.139
5.024,-0.0663,-0.0231,0.1135,0.133
5.029,-0.0658,-0.0086,0.1244,0.141
5.033,-0.0606,-0.0155,0.1091,0.126
5.039,-0.0673,-0.0106,0.1129,0.132
5.042,-0.0739,-0.0152,0.1096,0.133
5.049,-0.0663,-0.0127,0.1134,0.132
5.055,-0.0587,-0.0149,0.1125,0.128
5.058,-0.0559,-0.0194,0.1092,0.124
5.063,-0.0483,-0.0097,0.1035,0.115
5.069,-0.0764,-0.0167,0.1074,0.133
5.072,-0.0639,-0.0284,0.1017,0.123
5.078,-0.0421,-0.021,0.1104,0.12
5.082,-0.0702,-0.0208,0.0905,0.116
5.089,-0.065,-0.0158,0.1039,0.124
5.093,-0.0668,-0.0156,0.1031,0.124
5.097,-0.0639,-0.0155,0.0999,0.12
5.102,-0.0658,-0.0153,0.1038,0.124
5.116,-0.0606,-0.0127,0.1005,0.118
5.117,-0.0507,-0.0244,0.0973,0.112
5.119,-0.0575,-0.0028,0.0941,0.11
5.124,-0.0594,-0.0099,0.1004,0.117
5.125,-0.0519,-0.0121,0.0949,0.109
5.13,-0.0586,-0.0144,0.0964,0.114
5.133,-0.0724,-0.0023,0.0956,0.12
5.139,-0.0647,-0.0141,0.1043,0.124
5.145,-0.0642,-0.0163,0.0797,0.104
5.149,-0.0519,-0.0185,0.0885,0.104
5.152,-0.0444,0.0007,0.0949,0.105
5.159,-0.0606,-0.0159,0.1036,0.121
5.165,-0.0435,-0.0157,0.0885,0.1
5.168,-0.048,-0.006,0.0854,0.098
5.172,-0.0571,0.0013,0.1013,0.116
5.178,-0.052,-0.0177,0.0743,0.092
5.183,-0.0445,-0.0174,0.0903,0.102
5.186,-0.049,-0.0077,0.0872,0.1
5.194,-0.0462,-0.0194,0.0936,0.106
5.197,-0.0553,-0.0096,0.0762,0.095
5.201,-0.0525,-0.0119,0.085,0.101
5.207,-0.0498,-0.0046,0.0843,0.098
5.214,-0.0684,-0.0092,0.0765,0.103
5.217,-0.0607,-0.0066,0.1019,0.119
5.223,-0.0436,-0.0184,0.075,0.089
5.227,-0.0434,-0.0087,0.072,0.085
5.233,-0.0526,-0.0229,0.069,0.09
5.237,-0.0451,-0.006,0.0803,0.092
5.243,-0.0519,0.0036,0.082,0.097
5.247,-0.0492,-0.0058,0.0766,0.091
5.252,-0.0631,-0.0105,0.0664,0.092
5.257,-0.0436,-0.0174,0.0682,0.083
5.262,-0.0504,-0.003,0.0771,0.092
5.267,-0.0406,-0.01,0.0884,0.098
5.274,-0.0521,-0.0123,0.0686,0.087
5.276,-0.0422,-0.0121,0.0633,0.077
5.282,-0.0514,-0.0166,0.0723,0.09
5.284,-0.0367,-0.0022,0.0812,0.089
5.292,-0.0293,0.0003,0.0639,0.07
5.295,-0.041,-0.0067,0.0681,0.08
5.301,-0.0288,-0.0018,0.0485,0.056
5.306,-0.0404,-0.016,0.0623,0.076
5.311,-0.052,-0.0063,0.0666,0.085
5.314,-0.0397,0.0057,0.0731,0.083
5.32,-0.0465,0.001,0.0678,0.082
5.327,-0.0486,0.0034,0.0648,0.081
5.329,-0.0364,-0.0061,0.0619,0.072
5.334,-0.0527,-0.0083,0.0685,0.087
5.34,-0.0333,0.0061,0.0632,0.072
5.344,-0.0402,-0.0152,0.0769,0.088
5.349,-0.0209,0.004,0.0596,0.063
5.353,-0.0469,-0.0055,0.0686,0.083
5.359,-0.0535,-0.0125,0.0656,0.086
5.366,-0.0269,-0.0004,0.0627,0.068
5.369,-0.0434,-0.0098,0.0669,0.08
5.374,-0.0407,-0.0144,0.0664,0.079
5.377,-0.0333,0,0.0682,0.076
5.382,-0.0379,0.0024,0.0652,0.075
5.388,-0.0352,-0.007,0.0528,0.064
5.393,-0.035,-0.0021,0.0548,0.065
5.397,-0.0301,-0.0068,0.0709,0.077
5.402,-0.0346,-0.0067,0.0608,0.07
5.41,-0.0249,-0.0042,0.0603,0.065
5.412,-0.0319,-0.0136,0.0479,0.059
5.416,-0.034,-0.0111,0.0404,0.054
5.422,-0.0432,-0.0038,0.0519,0.068
5.425,-0.0381,-0.0061,0.0539,0.066
5.434,-0.0331,-0.0013,0.0416,0.053
5.435,-0.0352,-0.0132,0.0578,0.069
5.442,-0.0326,-0.0082,0.0407,0.053
5.445,-0.0158,-0.0129,0.0546,0.058
5.454,-0.0299,0.0062,0.0447,0.054
5.456,-0.0416,-0.0198,0.049,0.067
5.461,-0.046,-0.0124,0.0534,0.072
5.466,-0.0315,0.0044,0.0695,0.076
5.47,-0.0217,-0.0004,0.0595,0.063
5.475,-0.0335,0.0116,0.0613,0.071
5.48,-0.0261,0.0068,0.0537,0.06
5.485,-0.0307,-0.0074,0.0485,0.058
5.49,-0.028,0.0045,0.0481,0.056
5.494,-0.0374,-0.0192,0.0429,0.06
5.499,-0.0466,-0.0119,0.0497,0.069
5.504,-0.032,0.0072,0.0422,0.053
