timeE,axE,ayE,azE,aTE
46.184,-1.7577,7.6088,-3.6719,8.629
46.187,-1.5121,5.1146,-4.5504,7.011
46.193,-2.0266,2.4708,-4.9056,5.855
46.197,-3.2893,-0.2103,-4.8852,5.893
46.203,-4.4575,-2.7502,-4.7551,7.074
46.206,-5.1341,-4.8791,-4.3543,8.314
46.211,-5.4226,-6.6834,-3.6947,9.366
46.216,-4.8538,-8.6886,-3.0174,10.4
46.221,-1.7945,-11.8832,-1.2424,12.082
46.227,3.3846,-16.0843,-0.6544,16.45
46.232,5.1598,-17.8978,-5.05,19.299
46.236,6.3987,-18.8264,-8.3157,21.553
46.241,7.0099,-19.145,-9.8931,22.661
46.246,6.7796,-19.2225,-11.0069,23.165
46.251,6.1098,-20.0289,-12.3189,24.295
46.256,4.7966,-21.1779,-13.3041,25.466
46.263,2.8523,-22.0812,-13.3013,25.935
46.266,0.4367,-22.5194,-11.7679,25.413
46.27,-1.8106,-22.3122,-9.1746,24.193
46.275,-3.5751,-21.6645,-6.3653,22.862
46.282,-4.7016,-20.6181,-3.5603,21.445
46.285,-5.3817,-19.3078,-0.4876,20.05
46.29,-5.4641,-17.6843,2.5065,18.678
46.294,-5.017,-15.7482,4.7463,17.196
46.299,-4.4572,-13.4495,5.8965,15.347
46.305,-4.0752,-10.808,5.8911,12.966
46.309,-4.1261,-7.8534,5.0559,10.211
46.312,-3.9247,-5.3348,3.8772,7.674
46.317,-2.344,-4.0236,3.2942,5.704
46.322,-0.4132,-3.2461,3.1222,4.523
46.329,1.2243,-2.5872,3.0188,4.16
46.334,2.7677,-2.2374,3.0762,4.704
46.337,4.1016,-2.2367,3.3445,5.746
46.341,5.1109,-2.5555,3.702,6.809
46.349,5.7443,-3.1742,4.0526,7.713
46.352,5.9571,-4.0399,4.2843,8.376
46.358,5.8566,-5.0618,4.2315,8.822
46.361,5.6138,-6.1778,3.7221,9.14
46.366,5.2418,-7.2781,2.7073,9.369
46.371,4.8786,-8.3607,1.4001,9.781
46.376,4.4889,-9.3441,0.1033,10.367
46.381,3.9185,-10.159,-0.9742,10.932
46.385,3.2115,-10.8245,-1.7046,11.419
46.392,2.4452,-11.4125,-2.041,11.849
46.397,1.7429,-11.8657,-2.0494,12.167
46.402,1.1353,-12.1748,-1.8883,12.373
46.406,0.7509,-12.2851,-1.6586,12.419
46.412,0.5227,-12.2063,-1.5083,12.31
46.416,0.3791,-12.0534,-1.4663,12.148
46.421,0.306,-11.8025,-1.5302,11.905
46.426,0.2175,-11.4872,-1.5733,11.596
46.431,0.2355,-11.1911,-1.5954,11.307
46.437,0.3119,-10.9263,-1.6035,11.048
46.443,0.4538,-10.6783,-1.5973,10.807
46.446,0.6204,-10.5118,-1.5813,10.648
46.45,0.8377,-10.3764,-1.5409,10.524
46.454,1.0766,-10.2771,-1.4764,10.438
46.458,1.2848,-10.1825,-1.4042,10.359
46.465,1.4312,-10.0689,-1.2933,10.252
46.467,1.5137,-9.9745,-1.2484,10.166
46.475,1.5134,-9.8491,-1.2669,10.045
46.477,1.4709,-9.7239,-1.3509,9.927
46.482,1.3912,-9.6131,-1.4976,9.828
46.49,1.2287,-9.5336,-1.6806,9.758
46.494,1.0146,-9.5116,-1.8478,9.742
46.5,0.7822,-9.535,-1.9421,9.762
46.503,0.5218,-9.544,-1.9475,9.755
46.509,0.2621,-9.5458,-1.8334,9.724
46.513,0.06,-9.5643,-1.6699,9.709
46.518,-0.1302,-9.5421,-1.445,9.652
46.523,-0.2345,-9.4626,-1.2137,9.543
46.527,-0.2533,-9.3975,-1.0094,9.455
46.533,-0.2442,-9.3326,-0.9061,9.38
46.537,-0.1785,-9.2631,-0.7721,9.297
46.542,-0.0397,-9.1985,-0.6405,9.221
46.547,0.1486,-9.1581,-0.5708,9.177
46.553,0.3504,-9.1298,-0.5026,9.15
46.557,0.5829,-9.104,-0.4261,9.133
46.561,0.7506,-9.1022,-0.3149,9.139
46.566,0.8823,-9.1006,-0.1785,9.145
46.571,0.9732,-9.0968,-0.0645,9.149
46.576,1.0258,-9.0979,0.0464,9.156
46.584,1.0592,-9.0657,0.1118,9.128
46.586,1.114,-9.0506,0.1488,9.12
46.59,1.1709,-9.0429,0.1124,9.119
46.594,1.1753,-9.0666,-0.0189,9.142
46.598,1.151,-9.0714,-0.2427,9.147
46.605,1.0911,-9.1409,-0.4396,9.216
46.608,1.0362,-9.251,-0.5768,9.327
46.614,0.9194,-9.4184,-0.6529,9.486
46.619,0.8051,-9.5592,-0.6233,9.613
46.623,0.6882,-9.6426,-0.5721,9.684
46.628,0.6641,-9.69,-0.5155,9.726
46.633,0.716,-9.7351,-0.4174,9.77
46.638,0.7771,-9.7131,-0.2307,9.747
46.644,0.8141,-9.6219,-0.1279,9.657
46.65,0.7895,-9.4303,-0.2855,9.468
46.653,0.7593,-9.1551,-0.6357,9.208
46.658,0.6744,-8.8608,-1.0848,8.952
46.663,0.5259,-8.6142,-1.4542,8.752
46.668,0.3497,-8.3722,-1.6573,8.542
46.672,0.3506,-7.872,-1.6062,8.042
46.678,1.0348,-6.7101,-1.2736,6.908
46.683,1.8325,-5.086,-1.0482,5.507
46.688,3.0691,-2.4411,0.4333,3.945
46.694,3.2244,-1.3431,2.1652,4.11
46.697,2.1626,-0.7809,2.3347,3.277
46.703,1.8615,-0.3064,-0.941,2.108
46.706,0.9082,1.2656,-0.6422,1.685
46.712,0.9675,4.6586,3.5041,5.909
46.718,0.0212,7.7262,5.086,9.25
46.721,-2.8447,10.9375,3.6474,11.875
46.726,-5.9628,14.2961,2.0647,15.627
46.731,-9.1257,18.5201,-0.171,20.647
46.736,-13.5027,25.222,-1.3166,28.639
46.741,-17.3671,29.9572,-2.2399,34.7
46.745,-19.4515,29.9256,-4.9833,36.038
46.751,-17.1722,29.8922,-8.8172,35.583
46.755,-10.177,29.8582,-7.9267,32.526
46.76,-1.9894,29.8246,-8.2312,31.003
46.765,4.3264,25.6318,-9.5339,27.688
46.77,6.0378,14.5199,-10.6458,18.99
46.774,4.0147,7.5272,-10.2557,13.34
46.78,0.6778,3.1152,-6.2263,6.995
46.784,-2.4995,1.5355,0.5265,2.98
46.789,-5.1623,2.6164,4.8912,7.578
46.794,-8.2048,5.2681,5.5538,11.221
46.799,-11.3578,8.6189,6.7128,15.759
46.803,-13.033,12.7004,8.1572,19.942
46.808,-10.0736,19.2952,6.9998,22.864
46.814,-3.548,26.5002,6.1408,27.433
46.819,0.7081,29.6041,7.0171,30.433
46.823,0.7417,29.5612,6.4373,30.263
46.828,-1.2396,24.6385,5.5261,25.281
46.832,-2.3677,18.6259,4.7584,19.369
46.837,-2.221,14.5743,3.5672,15.168
46.842,-2.7336,12.7368,2.096,13.194
46.847,-4.0476,12.5634,0.9926,13.237
46.853,-5.3507,13.0382,0.4599,14.101
46.857,-6.0176,13.3279,0.3909,14.629
46.863,-5.6653,13.5038,0.5484,14.654
46.866,-4.8015,13.5947,0.8135,14.441
46.872,-3.8007,13.3166,0.685,13.865
46.876,-2.6735,12.51,0.2714,12.795
46.881,-1.5971,11.3648,0.0106,11.476
46.887,-0.7246,10.0419,-0.1896,10.07
46.891,-0.2665,8.7617,-0.5195,8.781
46.896,-0.0703,7.6845,-0.9893,7.748
46.902,-0.3935,6.7384,-1.8211,6.991
46.906,-1.0336,5.9853,-2.4264,6.541
46.91,-1.4769,5.2689,-2.7888,6.142
46.913,-1.6587,4.4958,-2.8042,5.552
46.919,-1.5233,3.7136,-2.5542,4.758
46.923,-1.2028,2.7694,-2.1442,3.703
46.928,-0.79,1.7424,-1.6668,2.537
46.933,-0.3575,0.6399,-1.1304,1.347
46.938,-0.1065,-0.2556,-0.7968,0.844
46.944,-0.0519,-0.8675,-0.598,1.055
46.948,-0.1114,-1.3684,-0.4427,1.443
46.954,-0.2272,-1.8132,-0.3377,1.858
46.959,-0.3708,-2.2569,-0.2566,2.302
46.963,-0.5378,-2.7094,-0.2643,2.775
46.968,-0.667,-3.1156,-0.263,3.197
46.973,-0.7283,-3.5164,-0.3127,3.605
46.979,-0.6294,-3.9669,-0.4396,4.041
46.984,-0.4807,-4.4743,-0.7344,4.56
46.99,-0.2973,-5.0147,-1.0421,5.131
46.993,-0.1126,-5.6024,-1.1678,5.724
47.004,0.0539,-6.2612,-1.0266,6.345
47.007,0.1665,-6.9146,-0.648,6.947
47.01,0.1873,-7.5027,-0.2333,7.509
47.012,0.2763,-8.1117,0.1508,8.118
47.017,0.3805,-8.6509,0.4142,8.669
47.023,0.5812,-9.1776,0.6025,9.216
47.027,0.8568,-9.6538,0.7282,9.719
47.033,1.1547,-10.0626,0.9107,10.169
47.037,1.4705,-10.3587,1.2166,10.533
47.041,1.8041,-10.5614,1.603,10.834
47.047,2.1368,-10.6731,1.8387,11.039
47.058,2.4502,-10.7082,1.8174,11.134
47.062,2.6782,-10.6905,1.5874,11.135
47.065,2.7502,-10.6798,1.1775,11.091
47.068,2.6431,-10.6136,0.824,10.969
47.072,2.3644,-10.5591,0.6,10.837
47.076,1.9617,-10.4731,0.5765,10.671
47.08,1.504,-10.3367,0.6507,10.466
47.085,1.0237,-10.1789,0.6558,10.251
47.09,0.6275,-10.0237,0.5614,10.059
47.094,0.2429,-9.8139,0.3963,9.825
47.1,-0.0567,-9.5999,0.1869,9.602
47.104,-0.1907,-9.3482,0.0004,9.35
47.109,-0.1736,-9.0304,-0.3229,9.038
47.114,-0.1175,-8.6487,-0.8478,8.691
47.119,0.0235,-8.2104,-1.2341,8.303
47.124,0.1658,-7.6078,-1.1703,7.699
47.128,0.3121,-6.7598,-0.9381,6.832
47.133,0.4716,-5.7984,-0.8472,5.879
47.138,0.6894,-4.7978,-0.8324,4.918
47.143,0.8483,-3.8082,-0.8767,3.999
47.147,0.9682,-2.7889,-0.96,3.104
47.153,1.0024,-1.7326,-1.2392,2.354
47.157,0.8541,-0.6082,-1.6063,1.918
47.162,0.6003,0.5678,-1.8683,2.043
47.167,0.358,1.8406,-1.89,2.662
47.172,0.2192,3.1286,-1.7201,3.577
47.177,0.2353,4.3551,-1.4475,4.595
47.183,0.2717,5.4342,-1.1256,5.556
47.186,0.4235,6.4662,-0.8599,6.537
47.193,0.648,7.5207,-0.7482,7.586
47.196,0.8069,8.5284,-0.7568,8.6
47.207,0.8363,9.3555,-0.7636,9.424
47.209,0.7774,9.9021,-0.7922,9.964
47.211,0.557,10.0753,-0.8787,10.129
47.216,0.2405,9.926,-0.9156,9.971
47.221,-0.21,9.4235,-0.9299,9.472
47.226,-0.6534,8.6781,-0.9216,8.751
47.231,-0.8822,7.7045,-0.9218,7.809
47.235,-1.1164,6.6631,-0.8945,6.815
47.24,-1.3512,5.6137,-0.8298,5.833
47.245,-1.5584,4.6135,-0.78,4.932
47.252,-1.7745,3.598,-0.7281,4.077
47.254,-1.9739,2.5502,-0.6425,3.288
47.26,-2.1382,1.4629,-0.5418,2.647
47.263,-2.2704,0.415,-0.495,2.36
47.269,-2.3302,-0.3738,-0.5903,2.433
47.274,-2.2224,-0.7414,-0.8704,2.499
47.279,-1.7598,-0.4997,-1.3546,2.276
47.283,-0.6949,0.0014,-1.6659,1.805
47.288,0.3359,0.3894,-1.6406,1.719
47.293,0.8795,0.5907,-1.4971,1.834
47.298,0.8699,0.6037,-1.3437,1.711
47.303,0.4565,0.5195,-1.1668,1.356
47.307,-0.1296,0.3954,-0.8712,0.965
47.312,-0.6009,0.126,-0.4331,0.751
47.317,-0.9307,-0.2818,-0.0097,0.972
47.322,-1.0776,-0.7562,0.4549,1.393
47.327,-1.0596,-1.3763,0.9593,1.984
47.333,-0.8129,-2.0726,1.4112,2.636
47.337,-0.4424,-2.7995,1.6604,3.285
47.343,-0.0191,-3.4923,1.6477,3.862
47.347,0.4482,-4.096,1.5211,4.392
47.353,1.0244,-4.5628,1.228,4.835
47.356,1.6842,-4.8329,0.7736,5.176
47.362,2.2538,-4.861,0.2414,5.364
47.366,2.7525,-4.669,-0.1493,5.422
47.371,2.9696,-4.3982,-0.2318,5.312
47.376,3.1173,-4.0918,-0.1308,5.146
47.38,3.1255,-3.7716,-0.0112,4.898
47.385,2.9944,-3.4065,0.0767,4.536
47.39,2.8361,-3.0732,0.1926,4.186
47.395,2.6865,-2.7475,0.3347,3.857
47.401,2.608,-2.5228,0.4631,3.658
47.405,2.5775,-2.327,0.4736,3.505
47.41,2.6025,-2.1816,0.3931,3.419
47.415,2.591,-1.9333,0.2508,3.242
47.42,2.4244,-1.5629,0.0901,2.886
47.425,2.1131,-1.0778,-0.1549,2.377
47.429,1.6626,-0.5448,-0.4676,1.811
47.435,1.0852,0.0335,-0.6868,1.285
47.438,0.5263,0.7194,-0.8496,1.231
47.443,0.0687,1.4957,-1.0612,1.835
47.448,-0.269,2.3431,-1.4224,2.754
47.453,-0.5907,3.2567,-1.7146,3.728
47.458,-1.0047,4.2242,-1.9064,4.742
47.464,-1.4788,5.1092,-1.882,5.642
47.468,-1.9588,5.8684,-1.69,6.413
47.473,-2.4908,6.3729,-1.2612,6.958
47.477,-3.0586,6.6371,-0.7199,7.343
47.482,-3.6556,6.5562,-0.1227,7.507
47.487,-4.1218,6.0469,0.4805,7.334
47.493,-4.2879,5.1551,1.107,6.796
47.5,-4.073,3.9123,1.6307,5.878
47.502,-3.5493,2.7087,1.878,4.844
47.507,-2.8245,1.6922,1.8636,3.783
47.511,-1.9843,0.7888,1.636,2.69
47.514,-1.116,-0.0828,1.3123,1.725
47.519,-0.2807,-0.8649,0.8735,1.261
47.524,0.4559,-1.5408,0.3863,1.653
47.529,1.0613,-2.0507,-0.0562,2.31
47.537,1.4528,-2.4496,-0.3726,2.872
47.539,1.6025,-2.6851,-0.4529,3.16
47.546,1.5395,-2.7812,-0.3548,3.199
47.548,1.3593,-2.7525,-0.1568,3.074
47.557,1.1836,-2.6326,0.0914,2.888
47.56,1.0334,-2.4912,0.2993,2.714
47.565,1.0041,-2.4141,0.3793,2.642
47.571,0.9142,-2.3178,0.3509,2.516
47.574,0.6895,-2.0732,0.236,2.198
47.58,0.4277,-1.6926,0.1113,1.749
47.584,0.2283,-1.3077,0.0269,1.328
47.589,0.1436,-1.0643,0.0062,1.074
47.594,0.1302,-0.8882,-0.0486,0.899
47.599,0.3574,-0.8798,0.0228,0.95
47.604,0.3196,-0.7877,0.1102,0.857
47.607,0.0512,-0.5187,0.089,0.529
47.612,-0.2019,-0.1352,-0.029,0.245
47.619,-0.3713,0.2119,-0.2201,0.481
47.625,-0.4218,0.5107,-0.3604,0.754
47.627,-0.4325,0.7276,-0.3883,0.931
47.632,-0.3462,0.8844,-0.3614,1.016
47.638,-0.2153,0.9691,-0.2418,1.022
47.644,-0.1113,1.0275,-0.1704,1.047
47.646,-0.0574,1.1263,-0.1256,1.135
47.651,-0.0464,1.2419,-0.1454,1.251
47.655,-0.0757,1.343,-0.1462,1.353
47.66,-0.0931,1.4153,-0.1542,1.427
47.665,-0.058,1.3943,-0.136,1.402
47.67,0.0054,1.2489,-0.0819,1.252
47.676,0.1046,1.0464,-0.0063,1.052
47.681,0.2324,0.7439,0.1029,0.786
47.685,0.37,0.468,0.0668,0.6
47.691,0.4463,0.2046,-0.057,0.494
47.695,0.5046,-0.0082,-0.2158,0.549
47.7,0.4375,-0.1654,-0.4835,0.673
47.705,0.4908,-0.1766,-0.4471,0.687
47.711,0.7219,-0.3931,-0.3512,0.894
47.715,0.6846,-0.511,-0.4272,0.955
47.72,0.6684,-0.5376,-0.3188,0.915
47.727,0.7114,-0.583,-0.1599,0.934
47.73,0.6844,-0.5707,-0.0388,0.892
47.734,0.6306,-0.5174,-0.0271,0.816
47.74,0.5375,-0.4067,-0.0364,0.675
47.743,0.4911,-0.2576,-0.0641,0.558
47.749,0.5197,-0.1825,0.0044,0.551
47.753,0.4703,-0.1098,-0.0079,0.483
47.758,0.2926,0.0156,-0.058,0.299
47.764,0.0727,0.1601,-0.2248,0.285
47.768,-0.14,0.29,-0.432,0.539
47.773,-0.3314,0.3624,-0.5651,0.749
47.777,-0.3994,0.3987,-0.5362,0.778
47.783,-0.4634,0.368,-0.5531,0.81
47.788,-0.4187,0.3155,-0.4366,0.682
47.794,-0.3179,0.2008,-0.3374,0.505
47.796,-0.3185,0.1219,-0.3029,0.456
47.804,-0.3463,0.1074,-0.2708,0.453
47.806,-0.3777,0.143,-0.2336,0.467
47.813,-0.4724,0.2021,-0.2416,0.568
47.816,-0.6066,0.2992,-0.197,0.705
47.823,-0.6417,0.3839,-0.076,0.752
47.826,-0.6256,0.4778,-0.0102,0.787
47.832,-0.5558,0.5474,0.0911,0.785
47.836,-0.4274,0.5953,0.197,0.759
47.841,-0.2497,0.6453,0.2909,0.751
47.845,-0.0728,0.6282,0.3729,0.734
47.85,0.1421,0.5681,0.4357,0.73
47.856,0.2851,0.5272,0.4603,0.756
47.86,0.3378,0.477,0.4516,0.739
47.864,0.3648,0.4031,0.4479,0.704
47.87,0.3042,0.284,0.4444,0.609
47.874,0.0512,0.2179,0.3001,0.374
47.88,-0.2221,0.1282,0.2664,0.37
47.884,-0.5566,0.0841,0.1899,0.594
47.889,-0.6538,0.0712,0.2975,0.722
47.894,-0.6914,0.0082,0.3165,0.76
47.898,-0.7049,-0.0285,0.2302,0.742
47.904,-0.6445,-0.015,0.2133,0.679
47.91,-0.5654,0.008,0.1726,0.591
47.913,-0.3958,0.031,0.1773,0.435
47.918,-0.2623,0.0419,0.1842,0.323
47.923,-0.1503,0.0864,0.1837,0.253
47.928,-0.0549,0.0807,0.121,0.155
47.933,0.0552,0.0464,0.1371,0.155
47.937,0.1325,-0.0044,0.072,0.151
47.943,-0.0332,0.0598,-0.0578,0.09
47.949,-0.1073,0.1073,-0.1591,0.22
47.953,-0.1068,0.0832,-0.2391,0.275
47.957,-0.2183,0.1189,-0.3507,0.43
47.962,-0.1838,0.0255,-0.3364,0.384
47.966,-0.0223,-0.1393,-0.299,0.331
47.973,-0.1423,-0.2058,-0.4058,0.477
47.976,-0.2759,-0.2912,-0.3795,0.552
47.984,-0.3373,-0.3119,-0.3371,0.57
47.986,-0.4318,-0.3397,-0.3243,0.638
47.993,-0.6119,-0.31,-0.3144,0.755
47.996,-0.768,-0.2493,-0.2812,0.855
48.001,-0.9075,-0.1625,-0.2484,0.955
48.006,-0.9065,-0.126,-0.2447,0.947
48.01,-0.9468,-0.0396,-0.3153,0.999
48.016,-1.1121,0.0847,-0.3552,1.171
48.02,-1.135,0.1226,-0.3738,1.201
48.025,-1.4701,0.1625,-0.5002,1.561
48.031,-1.8045,0.1564,-0.6436,1.922
48.035,-2.0863,0.1687,-0.7062,2.209
48.04,-2.1392,0.2041,-0.6143,2.235
48.045,-1.7627,0.1718,-0.2367,1.787
48.05,-1.3697,0.1366,-0.1403,1.384
48.054,-1.1032,0.0962,-0.15,1.118
48.058,-0.6879,0.0054,-0.1603,0.706
48.063,-0.5558,-0.0616,-0.1688,0.584
48.068,-0.3434,-0.1048,-0.058,0.364
48.073,-0.1076,-0.1074,0.0116,0.152
48.08,0.1306,-0.0931,0.1286,0.206
48.083,0.2401,-0.0978,0.2287,0.346
48.088,0.2976,-0.0855,0.1972,0.367
48.092,0.3103,-0.0684,0.2258,0.39
48.098,0.3499,-0.0988,0.2975,0.47
48.103,0.4283,-0.0909,0.288,0.524
48.107,0.4596,-0.0493,0.2549,0.528
48.114,0.4006,-0.084,0.2388,0.474
48.119,0.3542,-0.1401,0.2613,0.462
48.123,0.3347,-0.1578,0.2195,0.43
48.127,0.201,-0.1347,0.0874,0.257
48.132,0.0579,-0.1235,-0.068,0.152
48.136,-0.066,-0.1196,-0.1561,0.207
48.14,-0.0538,-0.1229,-0.1367,0.192
48.15,-0.0464,-0.1453,-0.1128,0.19
48.153,-0.0316,-0.1245,-0.0775,0.15
48.155,-0.0308,-0.1133,-0.0188,0.119
48.16,-0.0702,-0.1283,0.0445,0.153
48.165,-0.1259,-0.1193,0.0672,0.186
48.173,-0.1815,-0.1317,0.1023,0.246
48.175,-0.1627,-0.1083,0.1757,0.263
48.181,-0.1698,-0.0728,0.1921,0.266
48.184,-0.1334,-0.054,0.3234,0.354
48.189,-0.1012,-0.0494,0.4547,0.468
48.194,-0.1067,0.0007,0.4572,0.47
48.2,-0.1761,0.0533,0.4103,0.45
48.204,-0.2309,0.0915,0.3955,0.467
48.209,-0.2854,0.0986,0.3431,0.457
48.215,-0.3876,0.1105,0.289,0.496
48.221,-0.4395,0.0794,0.2641,0.519
48.226,-0.4652,0.077,0.2441,0.531
48.23,-0.4839,0.0577,0.2004,0.527
48.232,-0.4885,0.0696,0.1306,0.51
48.238,-0.5028,0.0742,0.0729,0.513
48.243,-0.5076,0.0811,0.0249,0.515
48.247,-0.503,0.0809,0.0293,0.51
48.252,-0.4795,0.0973,0.0455,0.491
48.257,-0.4325,0.1208,0.0448,0.451
48.263,-0.3476,0.0988,0.1085,0.377
48.267,-0.2917,0.1079,0.2175,0.38
48.272,-0.2503,0.1169,0.2786,0.392
48.277,-0.2375,0.114,0.3926,0.473
48.283,-0.2127,0.1159,0.4328,0.496
48.287,-0.1902,0.125,0.4569,0.51
48.293,-0.1414,0.1436,0.4909,0.531
48.297,-0.0829,0.1455,0.4897,0.518
48.3,-0.0288,0.1427,0.458,0.481
48.306,0.0278,0.128,0.3812,0.403
48.31,0.0442,0.1158,0.2836,0.309
48.318,0.0586,0.0799,0.1887,0.213
48.329,0.035,0.0488,0.1372,0.15
48.331,0.0332,0.013,0.0785,0.086
48.332,-0.0163,-0.0299,0.0508,0.061
48.337,-0.0344,-0.0608,0.0205,0.073
48.343,-0.1122,-0.0724,0.0161,0.134
48.344,-0.1682,-0.072,-0.0006,0.183
48.35,-0.2268,-0.0454,-0.0199,0.232
48.353,-0.2567,-0.007,-0.0513,0.262
48.359,-0.2699,0.0291,-0.0638,0.279
48.362,-0.2737,0.0244,-0.0981,0.292
48.366,-0.2512,0.0485,-0.1161,0.281
48.371,-0.2145,0.0557,-0.1322,0.258
48.376,-0.1708,0.0247,-0.1657,0.239
48.381,-0.1272,0.0176,-0.2045,0.241
48.385,-0.0911,-0.0062,-0.2319,0.249
48.394,-0.0432,-0.0156,-0.2409,0.245
48.395,-0.0242,-0.0323,-0.2505,0.254
48.401,0.009,-0.0466,-0.2487,0.253
48.405,0.0469,-0.056,-0.2067,0.219
48.411,0.0751,-0.0487,-0.1651,0.188
48.417,0.0939,-0.0582,-0.088,0.141
48.422,0.0983,-0.0461,-0.0349,0.114
48.427,0.0814,-0.0339,0.0517,0.102
48.432,0.0576,-0.005,0.0714,0.092
48.436,0.0029,0.0239,0.1152,0.118
48.443,-0.0517,0.0456,0.1761,0.189
48.446,-0.1206,0.0649,0.1894,0.234
48.45,-0.1632,0.0913,0.2246,0.292
48.457,-0.2062,0.1032,0.2433,0.335
48.461,-0.2326,0.1198,0.2433,0.357
48.465,-0.2402,0.1435,0.246,0.373
48.47,-0.2528,0.1528,0.2132,0.364
48.477,-0.249,0.1476,0.1927,0.348
48.482,-0.2478,0.164,0.1893,0.352
48.487,-0.2155,0.1683,0.1694,0.322
48.491,-0.1785,0.1535,0.1594,0.284
48.497,-0.1989,0.1506,0.1543,0.293
48.502,-0.1809,0.1598,0.1708,0.296
48.505,-0.1795,0.1474,0.1564,0.28
48.509,-0.1972,0.1255,0.1516,0.279
48.512,-0.2005,0.1491,0.1255,0.28
48.519,-0.2015,0.1343,0.0995,0.262
48.522,-0.1785,0.0909,0.088,0.219
48.526,-0.2247,0.0811,0.0453,0.243
48.535,-0.261,0.0666,-0.0044,0.269
48.538,-0.3186,0.0449,-0.0495,0.325
48.542,-0.3305,0.0162,-0.0755,0.339
48.547,-0.3163,-0.003,-0.0748,0.325
48.552,-0.3188,-0.0362,-0.0861,0.332
48.558,-0.333,-0.0643,-0.0831,0.349
48.565,-0.3424,-0.0566,-0.1229,0.368
48.567,-0.3258,-0.0681,-0.1388,0.361
48.572,-0.2718,-0.0676,-0.1521,0.319
48.576,-0.2282,-0.0792,-0.1582,0.289
48.583,-0.1402,-0.0598,-0.1737,0.231
48.588,-0.039,-0.0834,-0.1512,0.177
48.593,0.0423,-0.0878,-0.1383,0.169
48.595,0.076,-0.0738,-0.1479,0.182
48.603,0.0765,-0.0429,-0.1313,0.158
48.605,0.0653,-0.0312,-0.1243,0.144
48.612,0.0162,-0.0026,-0.1271,0.128
48.614,-0.0771,0.0282,-0.1362,0.159
48.62,-0.1835,0.0541,-0.1428,0.239
48.625,-0.2699,0.1012,-0.1353,0.318
48.63,-0.2775,0.117,-0.1088,0.32
48.639,-0.2521,0.1231,-0.0968,0.297
48.641,-0.2155,0.1386,-0.0919,0.272
48.645,-0.1228,0.1277,-0.0872,0.197
48.649,-0.0689,0.1192,-0.0945,0.167
48.654,-0.0438,0.0919,-0.0758,0.127
48.666,-0.0279,0.046,-0.0597,0.08
48.667,-0.0638,-0.009,-0.032,0.072
48.669,-0.1177,-0.0301,-0.0069,0.122
48.673,-0.282,-0.0058,-0.0223,0.283
48.679,-0.3474,-0.0386,0.0076,0.35
48.683,-0.3792,-0.0664,0.0398,0.387
48.689,-0.366,-0.0514,0.0862,0.38
48.693,-0.3086,-0.0438,0.1064,0.329
48.699,-0.1954,-0.0222,0.1314,0.236
48.703,-0.0814,0.0157,0.1113,0.139
48.707,0.0643,0.0627,0.0773,0.118
48.713,0.1586,0.0997,0.0249,0.189
48.717,0.2805,0.1505,-0.001,0.318
48.723,0.3731,0.2034,-0.0267,0.426
48.729,0.3825,0.2584,-0.0499,0.464
48.732,0.345,0.2507,-0.0472,0.429
48.739,0.2652,0.2599,-0.0254,0.372
48.741,0.167,0.2454,-0.0155,0.297
48.746,0.1123,0.2238,0.0232,0.251
48.752,0.0698,0.1735,0.0572,0.196
48.756,0.0036,0.1377,0.0555,0.148
48.762,-0.0459,0.1306,0.0588,0.15
48.774,-0.0502,0.1019,0.0431,0.121
48.774,-0.0762,0.0803,0.0156,0.112
48.775,-0.0668,0.0491,-0.0163,0.084
48.78,-0.0242,0.049,-0.0241,0.06
48.785,0.0086,0.0416,-0.0629,0.076
48.789,0.0601,0.0175,-0.0873,0.107
48.795,0.0378,0.0077,-0.1045,0.111
48.798,0.0011,0.0028,-0.1361,0.136
48.805,-0.0142,0.005,-0.1939,0.194
48.811,0.0419,0.0406,-0.1823,0.191
48.814,0.052,0.0803,-0.1577,0.184
48.821,0.0641,0.1315,-0.1571,0.215
48.824,0.0972,0.1182,-0.1494,0.214
48.829,0.1916,0.0408,-0.111,0.225
48.833,0.2258,0.002,-0.0539,0.232
48.838,0.2102,-0.0007,-0.0353,0.213
48.843,0.1809,0.0251,-0.0336,0.186
48.847,0.1144,0.001,-0.0319,0.119
48.853,0.0136,-0.0156,-0.0373,0.043
48.859,-0.0906,0.0345,-0.0497,0.109
48.862,-0.1462,0.0652,0.0093,0.16
48.871,-0.1752,0.0696,0.0489,0.195
48.875,-0.1302,0.0858,0.1002,0.185
48.878,-0.0903,0.1138,0.1819,0.233
48.883,-0.0601,0.132,0.1754,0.228
48.887,-0.0374,0.1501,0.1859,0.242
48.891,0.0658,0.1182,0.2985,0.328
48.895,0.2655,0.0323,0.478,0.548
48.901,0.4584,-0.0271,0.6148,0.767
48.905,0.4562,-0.0241,0.5131,0.687
48.91,0.3689,0.0341,0.3553,0.513
48.916,0.3805,0.0349,0.3348,0.508
48.92,0.3427,0.0049,0.2744,0.439
48.925,0.2102,0.0276,0.1142,0.241
48.93,-0.0888,0.1126,-0.1674,0.22
48.936,-0.6792,0.2189,-0.5536,0.903
48.941,-0.9139,0.2221,-0.6148,1.124
48.945,-1.0615,0.2155,-0.6246,1.25
48.95,-1.06,0.2157,-0.5638,1.22
48.956,-1.0337,0.1989,-0.4232,1.134
